customer_id,age,gender,country,city,customer_segment,membership_level,signup_date,total_previous_rentals
C028963,30,Female,Bélgica,Bruxelles,Regular,Premium,2023-08-15,7
C028964,31,Male,Países Bajos,Rotterdam,VIP,Gold,2022-05-03,80
C028965,38,Female,España,Sevilla,Regular,Standard,2019-12-16,16
C028966,45,Male,Países Bajos,Amsterdam,Occasional,Basic,2021-01-05,2
C028967,36,Male,España,Granada,Occasional,Basic,2026-04-11,1
C028968,38,Male,Bélgica,Gent,Occasional,Basic,2025-03-28,0
C028969,18,Female,Portugal,Braga,Occasional,Basic,2026-01-21,0
C028970,18,Male,España,Valencia,Occasional,Basic,2025-10-22,0
C028971,34,Female,Países Bajos,Rotterdam,Occasional,Basic,2022-07-21,2
C028972,26,Male,Francia,Paris,VIP,Premium,2021-12-23,103
C028973,34,Male,Alemania,Hamburg,Frequent,Gold,2025-08-11,14
C028974,43,Female,Italia,Torino,Occasional,Standard,2023-01-16,1
C028975,20,Male,Francia,Nice,VIP,Gold,2019-03-28,94
C028976,55,Other,Portugal,Braga,Regular,Standard,2018-04-23,15
C028977,45,Female,Francia,Annecy,Occasional,Basic,2020-10-06,5
C028978,35,Female,Países Bajos,Groningen,Frequent,Gold,2024-09-13,15
C028979,42,Female,Países Bajos,Amsterdam,VIP,Premium,2023-09-06,64
C028980,30,Other,Alemania,Garmisch,Regular,Basic,2022-10-26,14
C028981,29,Male,Italia,Firenze,Regular,Premium,2020-01-19,10
C028982,18,Female,Italia,Firenze,Occasional,Basic,2026-01-16,0
C028983,18,Female,Países Bajos,Amsterdam,Regular,Standard,2018-03-01,6
C028984,36,Female,Países Bajos,Groningen,Regular,Premium,2025-10-29,5
C028985,18,Male,Bélgica,Gent,Regular,Gold,2024-09-26,3
C028986,47,Female,Alemania,Köln,Occasional,Basic,2019-04-26,4
C028987,34,Male,Francia,Nice,Regular,Standard,2025-08-10,4
C028988,30,Female,Francia,Paris,Frequent,Premium,2023-10-24,22
C028989,28,Female,España,Málaga,Frequent,Premium,2025-09-21,8
C028990,18,Male,Italia,Venezia,Occasional,Standard,2019-05-23,0
C028991,44,Female,Portugal,Lisboa,Occasional,Standard,2019-02-18,3
C028992,44,Male,Francia,Lyon,Occasional,Basic,2023-10-05,0
C028993,21,Male,Alemania,München,Regular,Premium,2026-04-21,4
C028994,44,Male,Portugal,Lisboa,Occasional,Basic,2026-01-07,0
C028995,20,Female,Bélgica,Gent,Frequent,Premium,2024-02-14,20
C028996,18,Male,Portugal,Lisboa,Regular,Basic,2023-05-25,9
C028997,54,Other,Alemania,Hamburg,Occasional,Standard,2022-10-17,2
C028998,18,Male,España,Granada,Regular,Standard,2017-08-07,11
C028999,18,Male,Alemania,Berlin,Occasional,Basic,2023-09-28,2
C029000,26,Female,Alemania,Garmisch,Occasional,Standard,2020-04-18,3
C029001,44,Female,Países Bajos,Groningen,Occasional,Basic,2020-02-26,7
C029002,32,Female,Italia,Venezia,Regular,Standard,2024-10-23,3
C029003,51,Female,Países Bajos,Den Haag,Frequent,Standard,2020-04-05,40
C029004,53,Female,Bélgica,Brugge,Occasional,Standard,2026-03-18,0
C029005,36,Female,España,Madrid,Regular,Premium,2022-05-19,14
C029006,31,Male,España,Valencia,Occasional,Standard,2018-03-07,2
C029007,49,Female,Italia,Napoli,Occasional,Basic,2019-02-12,2
C029008,52,Female,Países Bajos,Utrecht,Regular,Gold,2019-03-30,14
C029009,21,Other,Italia,Firenze,Frequent,Premium,2022-04-08,37
C029010,50,Male,España,Bilbao,Frequent,Premium,2024-03-07,23
C029011,31,Male,Italia,Firenze,Regular,Standard,2025-05-23,6
C029012,36,Male,Italia,Napoli,Occasional,Standard,2025-10-05,0
C029013,50,Male,España,Bilbao,Occasional,Basic,2020-11-01,3
C029014,27,Female,España,Málaga,Occasional,Basic,2026-03-22,1
C029015,52,Male,Italia,Milano,Frequent,Standard,2022-08-02,40
C029016,21,FEMALE,bélgica,Gent,Regular,Standard,2020-08-25,19
C029017,38,Female,Francia,Nice,Occasional,Basic,2022-12-20,2
C029018,18,Male,Francia,Bordeaux,Occasional,Basic,2021-12-16,3
C029019,32,Male,Italia,Napoli,Occasional,Standard,2018-10-03,3
C029020,51,Male,Italia,Torino,Regular,Standard,2019-06-13,8
C029021,18,Male,Países Bajos,Rotterdam,Occasional,Basic,2019-11-26,6
C029022,18,Male,Países Bajos,Utrecht,Frequent,Standard,2019-07-05,44
C029023,50,Other,Italia,Firenze,Occasional,Basic,2025-12-06,1
C029024,31,Female,Bélgica,Antwerpen,Frequent,Standard,2019-02-26,31
C029025,34,Male,Bélgica,Bruxelles,Occasional,Basic,2025-08-29,1
C029026,47,Male,España,Málaga,Occasional,Basic,2025-04-26,1
C029027,46,Male,España,Bilbao,Occasional,Basic,2019-01-23,3
C029028,21,Female,Alemania,Garmisch,Occasional,Standard,2020-06-01,0
C029029,36,Male,Países Bajos,Groningen,VIP,Gold,2022-08-09,73
C029030,38,Male,Italia,Milano,Frequent,Premium,2021-09-23,32
C029031,35,Male,Bélgica,Brugge,Occasional,Basic,2020-04-22,3
C029032,28,Male,Bélgica,Antwerpen,Regular,Premium,2025-06-18,8
C029033,42,Female,Alemania,Hamburg,Regular,Premium,2026-03-13,5
C029034,30,Female,Bélgica,Antwerpen,Regular,Standard,2020-04-13,14
C029035,39,Male,España,Málaga,Occasional,Standard,2022-01-18,5
C029036,37,Male,Francia,Nice,Occasional,Standard,2021-11-24,5
C029037,43,Male,Portugal,Lisboa,Occasional,Basic,2019-01-22,2
C029038,18,Female,Francia,Bordeaux,Frequent,Premium,2021-08-06,37
C029039,40,Male,España,Málaga,Occasional,Basic,2020-04-28,3
C029040,57,Female,Francia,Paris,Regular,Basic,2026-02-08,5
C029041,52,Female,Portugal,Lisboa,Frequent,Premium,2020-03-05,44
C029042,29, Male,Alemania,Köln,Occasional,Basic,2024-07-25,2
C029043,42,Male,Portugal,Braga,Occasional,Basic,2022-09-26,2
C029044,31,Female,Francia,Lyon,Occasional,Basic,2023-10-04,2
C029045,28,Male,Bélgica,Liège,Regular,Basic,2019-02-03,13
C029046,40,Male,Portugal,Lisboa,Occasional,Basic,2023-01-20,2
C029047,34,Female,Países Bajos,Groningen,Occasional,Basic,2025-04-07,1
C029048,18,Male,España,Málaga,Occasional,Basic,2018-05-03,1
C029049,50,Female,Portugal,Porto,Regular,Premium,2024-09-21,4
C029050,43,Female,Francia,Toulouse,Regular,Standard,2026-07-02,4
C029051,49,Male,Italia,Milano,Occasional,Basic,2020-08-27,2
C029052,45,Male,Francia,Paris,Regular,Basic,2025-04-06,3
C029053,52,Male,Países Bajos,Den Haag,Occasional,Basic,2018-05-08,7
C029054,44,Other,España,Madrid,Occasional,Basic,2022-12-15,3
C029055,23,Male,Italia,Torino,Occasional,Basic,2025-05-08,1
C029056,23,Female,Francia,Nice,Regular,Standard,2024-11-17,6
C029057,32,Female,Bélgica,Gent,Regular,Standard,2024-03-26,8
C029058,26,Female,Francia,Nice,Occasional,Standard,2024-11-06,3
C029059,18,Male,Italia,Milano,Occasional,Standard,2018-06-21,2
C029060,24,Male,Italia,Bologna,Occasional,Standard,2021-06-30,5
C029061,52,Female,Bélgica,Antwerpen,Occasional,Standard,2025-10-08,0
C029062,23,Female,España,Sevilla,Occasional,Basic,2017-10-04,5
C029063,41,Female,Portugal,Faro,Occasional,Standard,2022-12-17,0
C029064,26,Female,España,Zaragoza,Occasional,Basic,2023-11-29,3
C029065,38,Female,Italia,Roma,Occasional,Standard,2025-09-08,0
C029066,33,Female,Países Bajos,Amsterdam,Occasional,Basic,2023-04-04,1
C029067,27,Female,España,Valencia,Occasional,Basic,2018-08-20,2
C029068,43,Female,Italia,Torino,Regular,Standard,2022-03-02,10
C029069,31,Male,España,Madrid,Occasional,Standard,2023-02-14,1
C029070,22,Female,Alemania,Berlin,Regular,Standard,2019-06-19,11
C029071,36,Other,Alemania,München,Occasional,Basic,2022-12-24,2
C029072,57,Female,España,Zaragoza,Occasional,Basic,2023-06-18,0
C029073,28,Male,Países Bajos,Rotterdam,Occasional,Basic,2025-09-17,0
C029074,36,Female,Alemania,Garmisch,Occasional,Basic,2021-11-14,1
C029075,47,Male,España,Bilbao,Regular,Standard,2023-05-13,12
C029076,38,Female,España,Sevilla,Occasional,Premium,2022-03-07,2
C029077,18,Female,Francia,Bordeaux,Occasional,Standard,2023-11-29,1
C029078,21,Female,Italia,Torino,Occasional,Standard,2017-08-24,2
C029079,18,Male,Países Bajos,Utrecht,Occasional,Basic,2024-08-14,1
C029080,34,Male,Francia,Chamonix,Frequent,Standard,2024-08-13,23
C029081,20,Female,Bélgica,Bruxelles,VIP,Gold,2020-11-29,93
C029082,27,Male,España,Madrid,Occasional,Basic,2025-10-26,0
C029083,41,Male,Alemania,Frankfurt,Occasional,Standard,2020-12-16,4
C029084,35,Male,Bélgica,Antwerpen,Occasional,Basic,2022-12-01,3
C029085,18,Male,Alemania,Köln,Occasional,Basic,2023-09-29,3
C029086,35,Female,Italia,Bologna,Occasional,Basic,2024-01-13,1
C029087,36,Female,Italia,Firenze,Occasional,Basic,2022-01-02,3
C029088,56,Female,Francia,Annecy,Occasional,Standard,2019-11-28,7
C029089,39,Female,Alemania,Frankfurt,Occasional,Basic,2017-08-16,1
C029090,49,Male,Bélgica,Brugge,Occasional,Basic,2024-02-28,1
C029091,62,Female,España,Valencia,Regular,Standard,2023-12-31,9
C029092,53,Male,Italia,Venezia,Frequent,Premium,2018-11-11,38
C029093,23,Male,España,Madrid,Occasional,Basic,2022-05-15,7
C029094,35,Female,Italia,Torino,Regular,Premium,2019-12-06,10
C029095,74,Male,Italia,Firenze,Occasional,Basic,2018-06-15,2
C029096,26,Female,España ,Zaragoza,Occasional,Basic,2025-03-23,2
C029097,36,Male,España,Zaragoza,Regular,Premium,2020-12-14,8
C029098,50,Female,España,Málaga,Occasional,Standard,2024-07-21,1
C029099,43,Female,Alemania,Hamburg,Frequent,Standard,2025-11-13,11
C029100,31,Male,Francia,Annecy,Frequent,Standard,2026-06-19,7
C029101,50,Male,Portugal,Braga,Occasional,Basic,2024-02-07,3
C029102,19,Female,Países Bajos,Amsterdam,Occasional,Basic,2024-05-21,0
C029103,32,Female,Países Bajos,Amsterdam,Occasional,Basic,2026-03-14,1
C029104,43,Female,España,Málaga,Frequent,Standard,2024-07-28,19
C029105,24,Female,Italia,Cortina,Occasional,Standard,2022-09-15,10
C029106,54,Male,Portugal,Faro,Regular,Basic,2020-07-27,14
C029107,46,Female,Alemania,München,Occasional,Basic,2021-09-03,2
C029108,54,Female,Italia,Torino,Regular,Standard,2023-08-21,13
C029109,63,Female,Alemania,Berlin,Occasional,Standard,2019-11-02,4
C029110,41,Male,España,Bilbao,Frequent,Standard,2023-11-10,26
C029111,19,Female,España,Madrid,Regular,Standard,2024-08-31,4
C029112,42,Male,Francia,Lyon,Occasional,Basic,2024-07-05,2
C029113,41,Female,Portugal,Faro,Occasional,Basic,2025-09-03,1
C029114,52,Male,Francia,Chamonix,Occasional,Standard,2020-02-13,2
C029115,27,Male,Italia,Bologna,Regular,Standard,2020-11-07,13
C029116,21,Female,Italia,Firenze,Frequent,Basic,2018-08-28,45
C029117,33,Male,España,Málaga,Occasional,Basic,2019-01-09,3
C029118,56,Female,Italia,Firenze,Frequent,Standard,2021-11-04,40
C029119,41,Male,Alemania,Berlin,Occasional,Basic,2021-05-05,3
C029120,35,Female,Bélgica,Bruxelles,Frequent,Gold,2024-04-01,18
C029121,36,Male,Portugal,Lisboa,Frequent,Basic,2021-11-22,28
C029122,38,Male,Italia,Venezia,Regular,Basic,2019-12-13,17
C029123,52,Female,Alemania,Frankfurt,VIP,Gold,2018-03-19,82
C029124,40,Female,Francia,Lyon,Occasional,Basic,2022-04-03,4
C029125,62,Other,Italia,Milano,Regular,Standard,2018-08-27,14
C029126,38,Male,Francia,Annecy,Occasional,Standard,2020-10-11,6
C029127,37,Female,Bélgica,Liège,Occasional,Basic,2018-09-14,5
C029128,49,Female,Italia,Cortina,Regular,Standard,2020-05-08,11
C029129,38,Male,Francia,Chamonix,Frequent,Premium,2022-08-21,40
C029130,71,Female,Bélgica,Brugge,VIP,Premium,2026-05-12,27
C029131,30,Male,Francia,Paris,Regular,Basic,2025-11-15,1
C029132,34,Male,España,Valencia,Frequent,Premium,2019-10-20,47
C029133,18,Male,Alemania,München,Regular,Standard,2019-09-01,19
C029134,54,Female,Alemania,Berlin,Regular,Standard,2019-05-22,13
C029135,62,Male,España,Valencia,Occasional,Standard,2022-02-18,4
C029136,42,Female,Italia,Bologna,Occasional,Standard,2021-08-04,4
C029137,57,Male,España,Málaga,Occasional,Standard,2021-09-28,7
C029138,19,Male,Italia,Napoli,Regular,Basic,2022-03-15,13
C029139,48,Female,Italia,Roma,Regular,Gold,2023-04-12,12
C029140,45,Female,Países Bajos,Rotterdam,Frequent,Basic,2025-09-21,10
C029141,64,Female,España,Madrid,VIP,Standard,2025-02-08,23
C029142,46,Female,Francia,Lyon,Regular,Standard,2023-09-29,11
C029143,46,Male,España,Zaragoza,Regular,Standard,2026-03-17,2
C029144,34,Male,Alemania,Frankfurt,Regular,Standard,2024-01-18,7
C029145,51,Male,Alemania,München,Regular,Basic,2025-06-27,6
C029146,21,Female,Países Bajos,Rotterdam,Occasional,Standard,2024-03-31,0
C029147,33,Female,España,Sevilla,VIP,Gold,2020-11-26,83
C029148,35,Female,Italia,Bologna,Frequent,Premium,2021-01-30,34
C029149,18,Female,Francia,Toulouse,Regular,Premium,2023-12-04,2
C029150,46,Male,Italia,Bologna,Occasional,Standard,2020-02-04,3
C029151,18,Female,Alemania,München,Occasional,Basic,2019-06-18,2
C029152,53,Female,Países Bajos,Amsterdam,Frequent,Premium,2025-10-13,10
C029153,25,Female,Alemania,Garmisch,Frequent,Standard,2022-12-23,31
C029154,37,Male,Francia,Bordeaux,VIP,Gold,2024-02-09,56
C029155,48,Male,Portugal,Braga,Regular,Basic,2022-05-23,9
C029156,66,Female,Italia,Napoli,Regular,Premium,2023-06-29,6
C029157,31,Male,España,Barcelona,Occasional,Standard,2022-11-17,3
C029158,29,Male,Países Bajos,Amsterdam,Regular,Basic,2020-06-12,10
C029159,52,Male,España,Valencia,Occasional,Basic,2018-04-28,0
C029160,41,Male,Países Bajos,Eindhoven,Frequent,Standard,2019-06-24,38
C029161,46,Male,Italia,Milano,Occasional,Standard,2021-12-18,2
C029162,43,Male,Bélgica,Brugge,Frequent,Standard,2021-03-06,32
C029163,37,Female,Italia,Milano,Occasional,Basic,2026-03-05,0
C029164,35,Female,España,Valencia,Occasional,Basic,2022-10-06,4
C029165,60,Female,Portugal,Braga,Regular,Standard,2025-02-25,4
C029166,21,Male,España,Bilbao,Regular,Standard,2023-07-24,4
C029167,19,Male,Francia,Chamonix,Regular,Standard,2024-07-27,4
C029168,26,Female,España,Valencia,Regular,Gold,2017-09-17,17
C029169,60,Male,Francia,Paris,Regular,Gold,2019-11-17,16
C029170,65,Female,Italia,Milano,Occasional,Standard,2020-10-22,3
C029171,50,Male,Alemania,Hamburg,Frequent,Premium,2024-08-15,23
C029172,18,Female,Portugal,Faro,VIP,Gold,2022-05-11,76
C029173,47,Male,Italia,Roma,Regular,Basic,2021-03-19,11
C029174,37,Female,Francia,Marseille,Occasional,Standard,2020-07-27,3
C029175,26,Female,España,Sevilla,Regular,Premium,2017-12-08,12
C029176,57,Female,Bélgica,Liège,Occasional,Standard,2021-06-03,3
C029177,56,Male,Bélgica,Brugge,VIP,Gold,2019-08-02,94
C029178,30,Male,Alemania,Hamburg,Occasional,Basic,2020-01-28,3
C029179,51,Female,Francia,Nice,Occasional,Standard,2021-01-17,6
C029180,31,Male,Portugal,Braga,Occasional,Basic,2025-05-26,1
C029181,39,Male,España,Valencia,Regular,Basic,2020-09-18,11
C029182,20,Male,Bélgica,Brugge,Regular,Standard,2018-04-28,10
C029183,28,Male,Portugal,Lisboa,Regular,Premium,2021-09-09,17
C029184,19,Female,Bélgica,Antwerpen,Occasional,Basic,2022-06-01,1
C029185,32,Male,Francia,Marseille,Frequent,Standard,2025-10-13,15
C029186,18,Female,Bélgica,Antwerpen,Occasional,Basic,2023-01-26,0
C029187,73,Male,España,Bilbao,Occasional,Basic,2018-06-12,2
C029188,30,Male,Francia,Nice,Regular,Standard,2025-05-06,6
C029189,43,Male,España,Granada,Regular,Standard,2021-12-29,8
C029190,45,Male,Portugal,Faro,Regular,Standard,2021-04-15,7
C029191,18,Female,Países Bajos,Den Haag,Occasional,Standard,2020-02-07,6
C029192,45,Male,Italia,Roma,Regular,Standard,2018-10-25,15
C029193,29,Male,Italia,Roma,Occasional,Standard,2023-02-02,1
C029194,41,Female,Portugal,Lisboa,Occasional,Standard,2025-07-31,1
C029195,37,Male,Alemania,Frankfurt,Occasional,Standard,2024-11-10,1
C029196,34,Female,Italia,Bologna,Regular,Premium,2017-10-30,15
C029197,28,Male,Alemania,München,Occasional,Standard,2018-01-03,3
C029198,55,Male,Italia,Napoli,Occasional,Standard,2026-01-01,2
C029199,57,Female,Italia,Napoli,Occasional,Standard,2021-05-14,3
C029200,46,Male,Portugal,Coimbra,Occasional,Basic,2020-07-22,2
C029201,43,Female,Italia,Bologna,Occasional,Basic,2020-10-09,2
C029202,26,Male,Portugal,Coimbra,Regular,Standard,2025-06-14,3
C029203,44,Male,Francia,Lyon,Occasional,Premium,2021-12-12,4
C029204,32,Male,Francia,Bordeaux,Occasional,Basic,2024-06-06,0
C029205,18,Female,Francia,Lyon,Regular,Premium,2021-12-21,10
C029206,31,Female,Bélgica,Brugge,Occasional,Basic,2018-05-10,5
C029207,36,Male,España,Zaragoza,Regular,Basic,2020-10-09,13
C029208,50,Female,Francia,Bordeaux,Regular,Basic,2023-10-30,14
C029209,40,Female,Alemania,Hamburg,Regular,Standard,2021-05-23,11
C029210,36,Female,Italia,Torino,Regular,Premium,2018-02-01,18
C029211,36,Male,Francia,Nice,Occasional,Basic,2018-03-25,5
C029212,50,Male,Alemania,Hamburg,Occasional,Basic,2021-10-12,6
C029213,25,Female,Francia,Nice,Occasional,Standard,2024-08-11,2
C029214,39,Female,España,Málaga,Frequent,Premium,2019-09-24,38
C029215,53,Male,Bélgica,Brugge,Occasional,Standard,2024-09-30,1
C029216,39,Female,Países Bajos,Rotterdam,Occasional,Standard,2023-05-19,5
C029217,35,Female,Alemania,Köln,Regular,Premium,2019-01-24,10
C029218,35,Female,España,Sevilla,Regular,Standard,2023-07-23,11
C029219,18,Male,Francia,Chamonix,Frequent,Standard,2022-03-05,31
C029220,40,Female,Italia,Torino,Occasional,Standard,2020-12-19,2
C029221,22,Male,Países Bajos,Groningen,Frequent,Premium,2022-11-03,29
C029222,39,Female,Italia,Roma,Regular,Premium,2022-07-29,9
C029223,30,Male,Bélgica,Brugge,Regular,Premium,2024-03-09,7
C029224,63,Male,Alemania,Hamburg,Occasional,Standard,2019-02-23,1
C029225,34,Female,Francia,Marseille,Occasional,Basic,2025-10-27,1
C029226,18,Female,España,Granada,Occasional,Basic,2023-08-22,2
C029227,37,Male,Bélgica,Brugge,Regular,Standard,2018-03-02,11
C029228,19,Female,Alemania,Köln,Occasional,Standard,2021-07-31,4
C029229,43,Female,Países Bajos,Groningen,Occasional,Standard,2018-05-04,1
C029230,49,Male,Italia,Napoli,Occasional,Basic,2020-04-15,4
C029231,25,Male,Países Bajos,Amsterdam,Frequent,Basic,2019-01-19,43
C029232,42,Male,España,Málaga,Occasional,Standard,2017-12-24,3
C029233,41,Male,Francia,Paris,Occasional,Standard,2025-11-22,2
C029234,24,Female,Países Bajos,Den Haag,Regular,Basic,2020-01-21,16
C029235,31,Male,Italia,Torino,Frequent,Premium,2024-09-27,15
C029236,56,Male,Alemania,Frankfurt,Regular,Standard,2025-03-02,5
C029237,35,Male,Alemania,Hamburg,Regular,Standard,2020-01-23,21
C029238,33,Male,Países Bajos,Groningen,Occasional,Basic,2024-04-14,3
C029239,40,Male,Alemania,Frankfurt,Occasional,Basic,2024-02-18,0
C029240,33,Female,Bélgica,Brugge,Occasional,Basic,2025-02-24,0
C029241,35,Male,Italia,Cortina,Occasional,Basic,2023-01-08,3
C029242,44,Male,Portugal,Coimbra,Occasional,Basic,2018-09-01,4
C029243,40,Female,Francia,Toulouse,Regular,Standard,2021-07-19,10
C029244,72,Female,Italia,Venezia,Occasional,Basic,2022-12-17,3
C029245,59,Female,Bélgica,Antwerpen,Regular,Premium,2018-03-11,13
C029246,38,Female,Portugal,Coimbra,Occasional,Standard,2021-05-20,3
C029247,41,Male,Francia,Marseille,VIP,Gold,2020-07-17,66
C029248,23,Male,Portugal,Coimbra,Frequent,Premium,2021-05-04,40
C029249,30,Female,Francia,Lyon,Occasional,Standard,2024-10-03,1
C029250,37,Male,Bélgica,Antwerpen,Occasional,Standard,2024-04-02,2
C029251,51,Female,Alemania,Berlin,VIP,Premium,2017-08-18,96
C029252,42,Male,Portugal,Porto,Frequent,Premium,2017-09-21,43
C029253,41,Male,Países Bajos,Den Haag,Occasional,Standard,2020-04-27,3
C029254,33,Male,Países Bajos,Amsterdam,Occasional,Standard,2020-11-26,6
C029255,21,Male,Países Bajos,Eindhoven,VIP,Gold,2019-08-04,98
C029256,29,Female,Alemania,München,Regular,Gold,2024-11-04,2
C029257,30,Male,España,Valencia,Regular,Standard,2022-01-25,16
C029258,45,Male,Portugal,Porto,Occasional,Basic,2019-10-26,3
C029259,58,Male,Alemania,Garmisch,Frequent,Premium,2024-02-26,19
C029260,26,Male,Bélgica,Brugge,Regular,Standard,2025-10-28,4
C029261,39,Female,Alemania,Garmisch,Occasional,Basic,2020-02-05,0
C029262,60,Male,Países Bajos,Rotterdam,Regular,Standard,2021-01-05,16
C029263,35,Male,Países Bajos,Groningen,Occasional,Basic,2018-09-15,2
C029264,49,Female,Italia,Napoli,Occasional,Standard,2022-09-04,4
C029265,20,Female,Italia,Cortina,Regular,Basic,2019-03-21,14
C029266,64,Male,España,Málaga,Regular,Basic,2019-10-21,16
C029267,29,Female,Italia,Roma,VIP,Gold,2024-05-30,47
C029268,27,Male,Francia,Marseille,Regular,Basic,2025-03-12,2
C029269,61,Male,Países Bajos,Rotterdam,Occasional,Basic,2022-12-22,7
C029270,50,Male,Italia,Milano,Occasional,Standard,2025-06-06,2
C029271,27,Female,España,Sevilla,Regular,Standard,2017-09-09,16
C029272,43,Female,Francia,Toulouse,Occasional,Standard,2018-10-23,7
C029273,45,Female,España,Zaragoza,Regular,Basic,2018-09-12,14
C029274,22,Female,Bélgica,Brugge,Occasional,Basic,2019-03-18,4
C029275,23,Male,Bélgica,Gent,Occasional,Basic,2023-05-15,1
C029276,50,Female,Francia,Bordeaux,Occasional,Standard,2017-10-17,2
C029277,46,Female,Francia,Chamonix,Occasional,Basic,2026-05-22,1
C029278,23,Female,España,Sevilla,Occasional,Basic,2019-01-20,5
C029279,36,Female,Alemania,Garmisch,Regular,Basic,2018-04-20,7
C029280,47,Male,Francia,Bordeaux,Occasional,Basic,2022-08-25,1
C029281,40,Male,Italia,Napoli,Frequent,Standard,2019-09-29,41
C029282,33,Male,España,Valencia,Regular,Gold,2024-11-08,4
C029283,28,Female,Francia,Toulouse,Regular,Standard,2022-05-29,11
C029284,44,Female,Francia,Chamonix,Frequent,Premium,2019-10-19,46
C029285,36,Female,Portugal,Porto,Frequent,Premium,2022-04-16,47
C029286,36,Female,España,Valencia,Frequent,Standard,2020-10-04,40
C029287,39,Female,Bélgica,Brugge,Occasional,Basic,2018-01-29,5
C029288,49,Male,Alemania,München,Occasional,Basic,2022-07-08,6
C029289,18,Male,Bélgica,Brugge,Regular,Standard,2021-02-01,8
C029290,31,Male,Bélgica,Gent,Regular,Standard,2021-06-22,10
C029291,42,Female,Italia,Cortina,Regular,Gold,2017-08-27,8
C029292,40,Male,Portugal,Braga,Regular,Standard,2019-11-09,20
C029293,63,Male,España,Sevilla,Occasional,Standard,2019-12-03,4
C029294,42,Female,Italia,Firenze,Occasional,Basic,2023-08-13,2
C029295,54,Male,Países Bajos,Amsterdam,Regular,Basic,2019-06-15,12
C029296,48,Female,Italia,Bologna,Regular,Standard,2019-03-29,9
C029297,52,Female,Bélgica,Brugge,Frequent,Gold,2025-10-19,11
C029298,35,Male,Bélgica,Gent,Regular,Standard,2018-11-01,11
C029299,23,Male,España,Málaga,Occasional,Basic,2025-03-09,1
C029300,63,Female,Portugal,Braga,Occasional,Standard,2024-05-25,2
C029301,39,Male,Portugal,Braga,Occasional,Basic,2023-12-26,0
C029302,35,Male,Italia,Cortina,Occasional,Basic,2023-02-06,2
C029303,24,Female,Bélgica,Antwerpen,Regular,Gold,2026-05-31,0
C029304,46,Female,Italia,Bologna,Regular,Standard,2023-08-21,6
C029305,18,Male,Bélgica,Liège,Frequent,Premium,2026-01-10,9
C029306,18,Male,Italia,Bologna,Regular,Premium,2023-06-20,10
C029307,18,Male,Países Bajos,Utrecht,Occasional,Basic,2025-10-17,1
C029308,22,Male,Francia,Marseille,Regular,Premium,2018-11-18,14
C029309,33,Female,Países Bajos,Eindhoven,Occasional,Standard,2017-12-21,3
C029310,46,Male,Alemania,Frankfurt,Occasional,Standard,2026-07-02,2
C029311,34,Male,Alemania,Frankfurt,Occasional,Basic,2019-07-07,5
C029312,50,Male,Bélgica,Bruxelles,Occasional,Premium,2022-11-19,6
C029313,67,Male,Alemania,Frankfurt,Occasional,Basic,2021-06-19,1
C029314,41,Female,Francia,Bordeaux,Regular,Basic,2023-09-26,9
C029315,51,Male,Francia,Bordeaux,Regular,Gold,2025-11-09,3
C029316,48,Female,Portugal,Coimbra,Occasional,Basic,2021-11-18,6
C029317,43,Female,Alemania,Köln,Regular,Standard,2025-05-30,2
C029318,21,Female,Alemania,Berlin,Occasional,Standard,2024-06-12,0
C029319,38,Female,Alemania,Garmisch,Regular,Premium,2023-07-14,9
C029320,26,Male,España,Madrid,Regular,Standard,2022-10-29,12
C029321,43,Male,Bélgica,Gent,Occasional,Standard,2019-10-13,3
C029322,43,Male,Francia,Bordeaux,Regular,Standard,2021-03-29,9
C029323,32,Male,Portugal,Lisboa,Occasional,Basic,2026-02-01,0
C029324,47,Female,Países Bajos,Amsterdam,Occasional,Basic,2024-06-01,1
C029325,33,Male,Bélgica,Antwerpen,Occasional,Basic,2020-08-24,4
C029326,42,Female,España,Granada,Occasional,Basic,2022-09-01,1
C029327,22,Female,Francia,Marseille,Occasional,Basic,2019-10-09,3
C029328,18,Male,Francia,Paris,Occasional,Basic,2022-08-16,2
C029329,57,Male,Alemania,Garmisch,Occasional,Basic,2024-04-15,0
C029330,52,Male,España,Barcelona,Occasional,Basic,2021-04-18,8
C029331,44,Female,Francia,Nice,Regular,Standard,2022-03-03,15
C029332,27,Female,Italia,Venezia,Regular,Basic,2019-08-29,10
C029333,25,Male,Francia,Chamonix,Frequent,Gold,2025-03-29,14
C029334,20,Female,Bélgica,Antwerpen,Regular,Standard,2024-04-12,5
C029335,36,Female,Italia,Milano,Frequent,Premium,2020-05-31,43
C029336,43,Male,Francia,Paris,Regular,Basic,2023-08-25,8
C029337,32,Male,Francia,Chamonix,Regular,Basic,2020-02-13,14
C029338,57,Male,Francia,Paris,Regular,Standard,2019-11-28,9
C029339,18,Female,Francia,Paris,Frequent,Premium,2026-06-23,10
C029340,48,Female,Países Bajos,Utrecht,Regular,Basic,2024-12-07,7
C029341,36,Female,Países Bajos,Utrecht,Frequent,Standard,2018-05-18,32
C029342,38,Male,Bélgica,Brugge,Occasional,Standard,2018-12-31,4
C029343,18,Male,Italia,Firenze,VIP,Gold,2026-05-28,24
C029344,28,Male,Portugal,Lisboa,Occasional,Basic,2024-09-02,1
C029345,22,Male,Países Bajos,Amsterdam,Occasional,Basic,2025-12-02,1
